Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,0.116739,999.0,0.0,0.0,1.0
20000,1.4189383,0.09639052,999.0,-0.375,-0.375,1.0
30000,1.4179584,0.11577146,999.0,0.0,0.0,1.0
40000,1.4179198,0.14351238,999.0,0.0,0.0,1.0
50000,1.4182419,0.10152986,999.0,-1.7083333333333333,-1.7083333333333333,1.0
60000,1.4182531,0.1330308,999.0,-1.2727272727272727,-1.2727272727272727,1.0
70000,1.4180255,0.07139629,999.0,-0.07142857142857142,-0.07142857142857142,1.0
80000,1.4180033,0.08354572,999.0,-0.4166666666666667,-0.4166666666666667,1.0
90000,1.4182799,0.058190584,999.0,-0.10377022353085605,-0.10377022353085605,1.0
100000,1.4183112,0.033514112,999.0,-2.0714285714285716,-2.0714285714285716,1.0
110000,1.419917,0.02501304,999.0,-0.25,-0.25,1.0
120000,1.4200871,0.0139993755,999.0,-0.36363636363636365,-0.36363636363636365,1.0
130000,1.4199134,0.044512305,999.0,-0.8571428571428571,-0.8571428571428571,1.0
140000,1.4198717,0.035633177,999.0,-1.6666666666666667,-1.6666666666666667,1.0
150000,1.4201611,0.06575408,999.0,-0.2727272727272727,-0.2727272727272727,1.0
160000,1.4202303,0.025308644,999.0,-0.07142857142857142,-0.07142857142857142,1.0
170000,1.4207735,0.04519835,999.0,-0.375,-0.375,1.0
180000,1.4208839,0.013726098,999.0,-1.1818181818181819,-1.1818181818181819,1.0
190000,1.4214312,0.041505862,999.0,-0.42857142857142855,-0.42857142857142855,1.0
200000,1.4216138,0.045940544,999.0,-0.08333333333333333,-0.08333333333333333,1.0
210000,1.4225196,0.030301988,999.0,-0.5909090909090909,-0.5909090909090909,1.0
220000,1.4228438,0.043428753,999.0,0.025368922523089817,0.025368922523089817,1.0
230000,1.4230193,0.015128054,999.0,-0.5833333333333334,-0.5833333333333334,1.0
240000,1.4230721,0.012429356,999.0,-0.45454545454545453,-0.45454545454545453,1.0
250000,1.4228289,0.037238862,999.0,-0.21428571428571427,-0.21428571428571427,1.0
260000,1.4227194,0.04722262,999.0,0.017144617935021717,0.017144617935021717,1.0
270000,1.4227659,0.029843379,999.0,-0.18181818181818182,-0.18181818181818182,1.0
280000,1.4227923,0.009152935,999.0,-1.1428571428571428,-1.1428571428571428,1.0
290000,1.4229739,0.014532482,999.0,-0.272268811861674,-0.272268811861674,1.0
