Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2330000,1.2908862,4.307087,999.0,38.42445087432861,38.42445087432861,1.0
2340000,1.2902684,4.4159226,999.0,42.87807257067073,42.87807257067073,1.0
2350000,1.2892673,4.363065,999.0,46.08490991592407,46.08490991592407,1.0
2360000,1.2887224,4.3716097,999.0,43.29309333996339,43.29309333996339,1.0
2370000,1.2876282,4.372998,999.0,44.115789122051666,44.115789122051666,1.0
2380000,1.2871325,4.3935127,999.0,45.78489526835355,45.78489526835355,1.0
2390000,1.285862,4.4598403,999.0,43.75155391295751,43.75155391295751,1.0
2400000,1.2855718,4.428537,999.0,45.34150136600841,45.34150136600841,1.0
2410000,1.284601,4.509864,999.0,44.79145057830546,44.79145057830546,1.0
2420000,1.2844057,4.405985,999.0,41.0499416643923,41.0499416643923,1.0
2430000,1.2834957,4.3819685,999.0,44.61064064999422,44.61064064999422,1.0
2440000,1.2833768,4.3352942,999.0,43.56559935618531,43.56559935618531,1.0
2450000,1.2825392,4.380199,999.0,40.145333687464394,40.145333687464394,1.0
2460000,1.282425,4.656578,999.0,50.125977126034826,50.125977126034826,1.0
2470000,1.2809657,4.436789,999.0,49.27955516179403,49.27955516179403,1.0
2480000,1.2809433,4.4267044,999.0,45.48186785795472,45.48186785795472,1.0
2490000,1.2801063,4.441729,999.0,46.35257787174649,46.35257787174649,1.0
2500000,1.2801063,4.5528474,999.0,49.05322776599364,49.05322776599364,1.0
2510000,1.2796723,4.6121445,999.0,47.63417387670941,47.63417387670941,1.0
2520000,1.2796624,4.5119896,999.0,45.08795868266713,45.08795868266713,1.0
2530000,1.2788792,4.5083246,999.0,44.62733458148109,44.62733458148109,1.0
2540000,1.27882,4.496739,999.0,46.446031678806655,46.446031678806655,1.0
2550000,1.278045,4.441743,999.0,41.898364279005264,41.898364279005264,1.0
2560000,1.2779396,4.629816,999.0,46.58756250143051,46.58756250143051,1.0
2570000,1.2767558,4.401506,999.0,40.54191104571024,40.54191104571024,1.0
2580000,1.2765045,4.59756,999.0,46.08431393449957,46.08431393449957,1.0
2590000,1.2762266,4.665615,999.0,45.91831140054597,45.91831140054597,1.0
2600000,1.2761519,4.692174,999.0,50.47129904140126,50.47129904140126,1.0
2610000,1.2755959,4.6503077,999.0,45.02628133032057,45.02628133032057,1.0
2620000,1.2753829,4.4900513,999.0,43.882943001660436,43.882943001660436,1.0
2630000,1.2744104,4.6754313,999.0,49.65842408438524,49.65842408438524,1.0
2640000,1.2740338,4.6373777,999.0,43.55524280667305,43.55524280667305,1.0
2650000,1.2734514,4.710486,999.0,49.26497200959258,49.26497200959258,1.0
2660000,1.2731706,4.6252546,999.0,47.41179942407391,47.41179942407391,1.0
2670000,1.2722902,4.7373624,999.0,49.44405870967441,49.44405870967441,1.0
2680000,1.2717578,4.759043,999.0,49.00429501858625,49.00429501858625,1.0
2690000,1.2713889,4.706973,999.0,48.6985356675254,48.6985356675254,1.0
2700000,1.2711276,4.556867,999.0,45.28521937673742,45.28521937673742,1.0
2710000,1.2699566,4.692294,999.0,52.74423009819455,52.74423009819455,1.0
2720000,1.2689058,4.5522714,999.0,48.73428396745162,48.73428396745162,1.0
2730000,1.2686262,4.734544,999.0,54.22694452603658,54.22694452603658,1.0
2740000,1.2683313,4.654279,999.0,46.91368562524969,46.91368562524969,1.0
2750000,1.2681764,4.6550055,999.0,49.83221377266778,49.83221377266778,1.0
2760000,1.267969,4.5464835,999.0,41.12359365549955,41.12359365549955,1.0
2770000,1.2675439,4.840206,999.0,50.546975162294174,50.546975162294174,1.0
2780000,1.266842,4.858598,999.0,50.35777568817139,50.35777568817139,1.0
2790000,1.2666711,4.7987227,999.0,45.34886074397299,45.34886074397299,1.0
2800000,1.2663231,4.921512,999.0,51.46723527529023,51.46723527529023,1.0
2810000,1.2660402,4.6495256,999.0,44.36661799748739,44.36661799748739,1.0
2820000,1.265281,4.825429,999.0,50.21296208555048,50.21296208555048,1.0
2830000,1.2650607,4.8694315,999.0,43.53784267273214,43.53784267273214,1.0
2840000,1.2643182,4.810388,999.0,49.0005147673867,49.0005147673867,1.0
2850000,1.264168,4.729598,999.0,47.231794383790756,47.231794383790756,1.0
2860000,1.2634887,4.8719473,999.0,49.776295672763474,49.776295672763474,1.0
2870000,1.2634344,4.8840194,999.0,48.90410174263848,48.90410174263848,1.0
2880000,1.2630996,4.978155,999.0,53.98674925890836,53.98674925890836,1.0
2890000,1.2630346,4.912572,999.0,49.888692220052086,49.888692220052086,1.0
2900000,1.262244,4.912553,999.0,47.025811769745566,47.025811769745566,1.0
2910000,1.262197,4.918393,999.0,49.017482532395256,49.017482532395256,1.0
2920000,1.2607276,4.7637734,999.0,46.986156865277074,46.986156865277074,1.0
2930000,1.2607276,4.957156,999.0,49.946493281258476,49.946493281258476,1.0
2940000,1.261156,5.0958605,999.0,53.00274496999654,53.00274496999654,1.0
2950000,1.2611687,4.8287144,999.0,43.13362426890267,43.13362426890267,1.0
2960000,1.2606097,4.996881,999.0,53.540301788936965,53.540301788936965,1.0
2970000,1.2605649,4.8674145,999.0,50.60499518447452,50.60499518447452,1.0
2980000,1.2608283,4.9479547,999.0,50.39026668938723,50.39026668938723,1.0
2990000,1.2608694,5.001992,999.0,51.51811349391937,51.51811349391937,1.0
3000000,1.2599778,5.09479,999.0,53.735519325191326,53.735519325191326,1.0
3010000,1.259784,5.1157446,999.0,54.353841887580025,54.353841887580025,1.0
3020000,1.2592218,5.0602226,999.0,51.068581342697144,51.068581342697144,1.0
3030000,1.2590727,5.152398,999.0,53.59468094507853,53.59468094507853,1.0
3040000,1.2579515,5.07559,999.0,50.919891086491674,50.919891086491674,1.0
3050000,1.2575381,5.0731606,999.0,52.34875623385111,52.34875623385111,1.0
3060000,1.2563467,5.0691886,999.0,49.41860952160575,49.41860952160575,1.0
3070000,1.2557875,5.1671953,999.0,54.25246736738417,54.25246736738417,1.0
3080000,1.2553608,5.166598,999.0,54.76393514262004,54.76393514262004,1.0
3090000,1.2551173,5.2048774,999.0,53.19565398494402,53.19565398494402,1.0
3100000,1.2543098,5.2370934,999.0,54.322597828778356,54.322597828778356,1.0
3110000,1.2537091,5.251668,999.0,53.20719030168321,53.20719030168321,1.0
3120000,1.2528533,5.1564035,999.0,51.02113652229309,51.02113652229309,1.0
3130000,1.252079,5.2447977,999.0,51.96322259638045,51.96322259638045,1.0
3140000,1.2520586,5.149091,999.0,50.03120455281301,50.03120455281301,1.0
3150000,1.2520536,5.2932906,999.0,52.54713741938273,52.54713741938273,1.0
3160000,1.2518177,5.161062,999.0,51.29969867792997,51.29969867792997,1.0
3170000,1.2514801,5.212242,999.0,50.783627616034615,50.783627616034615,1.0
3180000,1.2512281,5.2532377,999.0,53.326935984871604,53.326935984871604,1.0
3190000,1.2508214,5.1457705,999.0,50.67879117859734,50.67879117859734,1.0
3200000,1.2507473,5.1923976,999.0,52.77454316616058,52.77454316616058,1.0
3210000,1.2505894,5.1952796,999.0,51.555679109361435,51.555679109361435,1.0
3220000,1.2502325,5.2760077,999.0,53.70705730264837,53.70705730264837,1.0
3230000,1.2492923,5.2119384,999.0,52.41039981444677,52.41039981444677,1.0
3240000,1.2490495,5.3161836,999.0,54.001948074861005,54.001948074861005,1.0
3250000,1.2482207,5.2052126,999.0,53.05316747435265,53.05316747435265,1.0
3260000,1.2483182,5.2398024,999.0,52.132980194958776,52.132980194958776,1.0
3270000,1.2487794,5.2541614,999.0,51.383898903926216,51.383898903926216,1.0
3280000,1.2487298,5.2383933,999.0,53.00111184607852,53.00111184607852,1.0
3290000,1.24835,5.2748947,999.0,53.57236838340759,53.57236838340759,1.0
3300000,1.2483028,5.2766733,999.0,55.98514715108004,55.98514715108004,1.0
3310000,1.2476715,5.1662087,999.0,52.24387184778849,52.24387184778849,1.0
3320000,1.247637,5.1336045,999.0,51.38207556442781,51.38207556442781,1.0
3330000,1.2458785,5.3200173,999.0,53.516097916497124,53.516097916497124,1.0
3340000,1.2458785,5.401389,999.0,55.57409915057096,55.57409915057096,1.0
3350000,1.245695,5.3110447,999.0,51.8746106227239,51.8746106227239,1.0
3360000,1.2456987,5.396337,999.0,52.33628378131173,52.33628378131173,1.0
3370000,1.2455717,5.344019,999.0,52.08633152643839,52.08633152643839,1.0
3380000,1.2455609,5.2823706,999.0,51.1703394759785,51.1703394759785,1.0
3390000,1.2456678,5.325656,999.0,53.13181813557943,53.13181813557943,1.0
3400000,1.2456882,5.400987,999.0,53.120018102905966,53.120018102905966,1.0
3410000,1.2447838,5.373751,999.0,53.847075409359405,53.847075409359405,1.0
3420000,1.244588,5.252195,999.0,50.84959650039673,50.84959650039673,1.0
3430000,1.2442136,5.283118,999.0,52.74125427669949,52.74125427669949,1.0
3440000,1.2441119,5.3678513,999.0,56.15452114018527,56.15452114018527,1.0
3450000,1.2440283,5.4491663,999.0,56.19898133807712,56.19898133807712,1.0
3460000,1.2439982,5.4303055,999.0,55.383541746573016,55.383541746573016,1.0
3470000,1.2435219,5.4647636,999.0,51.067285684247814,51.067285684247814,1.0
3480000,1.2432919,5.49781,999.0,53.01715227487412,53.01715227487412,1.0
3490000,1.2434165,5.5706587,999.0,57.668885204527115,57.668885204527115,1.0
3500000,1.2434962,5.455693,999.0,54.241536378860474,54.241536378860474,1.0
3510000,1.2433964,5.5657654,999.0,55.660774098502266,55.660774098502266,1.0
3520000,1.2433215,5.477185,999.0,52.25296716798436,52.25296716798436,1.0
3530000,1.2437629,5.5793447,999.0,54.79163228140937,54.79163228140937,1.0
3540000,1.2441604,5.4910197,999.0,54.177931633862585,54.177931633862585,1.0
3550000,1.2440336,5.543864,999.0,55.970245043436684,55.970245043436684,1.0
3560000,1.2438864,5.5614166,999.0,52.96014748920094,52.96014748920094,1.0
3570000,1.2442073,5.6291566,999.0,53.631741066773735,53.631741066773735,1.0
3580000,1.2446417,5.602877,999.0,56.0384878245267,56.0384878245267,1.0
3590000,1.2447457,5.5503507,999.0,53.49787844551934,53.49787844551934,1.0
